Date,anon_id,Group,Date_Depart,Depart,Date_Arrive,Arrive,Activity.Type,Time.Out,Total.Minutes,Precision
30/08/2018,P028,2,30/08/2018,6.51,30/08/2018,7.42,Foraging,0.51,51,Observed
01/09/2018,P028,2,01/09/2018,7.26,01/09/2018,13.01,Foraging,5.35,335,Observed
09/08/2018,P072,2,09/08/2018,6.3,09/08/2018,7.16,Foraging,0.46,46,Observed
14/08/2018,P072,2,14/08/2018,7.5,14/08/2018,9.38,Not Foraging,1.48,108,Observed
15/08/2018,P072,2,15/08/2018,7.08,15/08/2018,7.24,Not Foraging,0.16,16,Observed
26/08/2018,P072,2,26/08/2018,7.08,26/08/2018,7.59,Foraging,0.51,51,Observed
31/08/2018,P072,2,31/08/2018,7.06,31/08/2018,8.01,Foraging,0.55,55,Observed
02/09/2018,P072,2,02/09/2018,7.3,02/09/2018,14.26,Foraging,6.56,416,Observed
14/08/2018,P008,2,14/08/2018,7.5,14/08/2018,8.01,Not Foraging,0.11,11,Observed
23/07/2018,P027,2,23/07/2018,7.0,23/07/2018,7.38,Foraging,0.38,38,Observed
31/07/2018,P027,2,31/07/2018,6.51,31/07/2018,8.35,Foraging,1.44,104,Observed
01/08/2018,P027,2,01/08/2018,7.27,01/08/2018,7.48,Foraging,0.21,21,Observed
22/08/2018,P027,2,22/08/2018,6.38,22/08/2018,6.52,Foraging,0.14,14,Observed
05/08/2018,P057,2,05/08/2018,6.45,05/08/2018,13.16,Not Foraging,6.31,391,Observed
08/08/2018,P057,2,08/08/2018,7.17,09/08/2018,12.52,Not Foraging,29.35,1055,Estimated
10/08/2018,P057,2,10/08/2018,7.57,10/08/2018,8.02,Not Foraging,0.05,5,Observed
02/09/2018,P057,2,02/09/2018,7.27,02/09/2018,15.36,Foraging,8.09,489,Observed
29/07/2018,P049,2,29/07/2018,7.07,29/07/2018,15.46,Foraging,8.39,519,Observed
08/08/2018,P049,2,08/08/2018,8.55,09/08/2018,13.0,Not Foraging,28.05,965,Estimated
04/08/2018,P067,2,04/08/2018,6.48,04/08/2018,14.3,Foraging,7.42,462,Observed
08/08/2018,P067,2,08/08/2018,8.55,08/08/2018,14.29,Not Foraging,5.34,334,Observed
10/08/2018,P067,2,10/08/2018,7.57,10/08/2018,8.19,Not Foraging,0.22,22,Observed
25/08/2018,P067,2,25/08/2018,7.52,25/08/2018,17.07,Not Foraging,9.15,555,Observed
01/09/2018,P067,2,01/09/2018,7.12,01/09/2018,13.02,Foraging,5.5,305,Observed
02/09/2018,P067,2,02/09/2018,7.35,02/09/2018,15.37,Foraging,8.02,482,Observed
27/07/2018,P013,2,27/07/2018,7.14,28/07/2018,17.11,Not Foraging,33.57,1317,Estimated
08/08/2018,P013,2,08/08/2018,7.04,09/08/2018,13.13,Not Foraging,30.09,1089,Estimated
27/07/2018,P069,2,27/07/2018,7.14,28/07/2018,17.11,Not Foraging,33.57,1317,Estimated
04/08/2018,P069,2,04/08/2018,6.47,04/08/2018,14.3,Foraging,7.43,463,Observed
08/08/2018,P069,2,08/08/2018,7.04,09/08/2018,13.13,Not Foraging,30.09,1089,Estimated
02/09/2018,P069,2,02/09/2018,7.27,02/09/2018,15.39,Foraging,8.12,492,Observed
08/08/2018,P073,2,08/08/2018,7.06,09/08/2018,17.47,Not Foraging,34.41,1361,Estimated
28/08/2018,P073,2,28/08/2018,7.29,28/08/2018,10.39,Foraging,3.1,181,Observed
29/08/2018,P073,2,29/08/2018,7.22,29/08/2018,11.49,Foraging,4.27,267,Observed
05/08/2018,P055,2,05/08/2018,6.45,05/08/2018,13.16,Not Foraging,6.31,391,Observed
08/08/2018,P055,2,08/08/2018,7.04,09/08/2018,12.52,Not Foraging,29.48,1068,Estimated
21/08/2018,P055,2,21/08/2018,7.56,21/08/2018,8.24,Not Foraging,0.28,28,Observed
02/09/2018,P055,2,02/09/2018,7.26,02/09/2018,15.39,Foraging,8.13,493,Observed
24/07/2018,P042,2,24/07/2018,6.21,24/07/2018,6.27,Foraging,0.06,6,Observed
05/08/2018,P042,2,05/08/2018,6.46,05/08/2018,13.16,Not Foraging,6.3,363,Observed
19/08/2018,P042,2,19/08/2018,7.27,19/08/2018,9.54,Foraging,2.27,147,Observed
24/08/2018,P042,2,24/08/2018,7.12,24/08/2018,7.52,Not Foraging,0.4,4,Observed
27/08/2018,P042,2,27/08/2018,7.33,27/08/2018,8.01,Foraging,0.28,28,Observed
01/09/2018,P042,2,01/09/2018,7.12,01/09/2018,13.02,Foraging,5.5,305,Observed
16/08/2018,P010,2,16/08/2018,7.06,16/08/2018,17.04,Foraging,9.58,598,Observed
24/07/2018,P015,2,24/07/2018,6.21,24/07/2018,6.27,Foraging,0.06,6,Observed
05/08/2018,P015,2,05/08/2018,6.45,05/08/2018,13.16,Not Foraging,6.31,391,Observed
09/08/2018,P015,2,09/08/2018,6.3,09/08/2018,7.16,Foraging,0.46,46,Observed
16/08/2018,P015,2,16/08/2018,7.08,16/08/2018,17.04,Foraging,9.56,596,Observed
19/08/2018,P015,2,19/08/2018,7.27,19/08/2018,9.54,Foraging,2.27,147,Observed
21/08/2018,P015,2,21/08/2018,7.56,21/08/2018,8.24,Not Foraging,0.28,28,Observed
26/08/2018,P015,2,26/08/2018,7.08,26/08/2018,7.59,Foraging,0.51,51,Observed
02/09/2018,P015,2,02/09/2018,7.3,02/09/2018,14.26,Foraging,6.56,416,Observed
28/07/2018,P071,2,28/07/2018,9.01,28/07/2018,16.24,Foraging,7.23,443,Observed
23/08/2018,P071,2,23/08/2018,7.15,23/08/2018,13.3,Foraging,6.15,375,Observed
25/08/2018,P071,2,25/08/2018,7.46,25/08/2018,17.07,Not Foraging,9.21,561,Observed
30/08/2018,P071,2,30/08/2018,6.51,30/08/2018,7.42,Foraging,0.51,51,Observed
01/09/2018,P071,2,01/09/2018,7.26,01/09/2018,13.01,Foraging,5.35,335,Observed
02/09/2018,P071,2,02/09/2018,7.27,02/09/2018,15.36,Foraging,8.09,489,Observed
28/07/2018,P017,2,28/07/2018,9.01,28/07/2018,16.44,Foraging,7.43,463,Observed
07/08/2018,P017,2,07/08/2018,6.53,07/08/2018,10.43,Foraging,3.5,185,Observed
29/07/2018,P005,2,29/07/2018,7.07,29/07/2018,15.46,Foraging,8.39,519,Observed
08/08/2018,P036,2,08/08/2018,7.29,08/08/2018,14.29,Not Foraging,7.0,420,Observed
17/08/2018,P079,2,17/08/2018,7.41,17/08/2018,17.36,Not Foraging,9.55,595,Observed
29/08/2018,P079,2,29/08/2018,7.19,29/08/2018,11.49,Foraging,4.3,243,Observed
01/09/2018,P079,2,01/09/2018,12.4,01/09/2018,13.23,Foraging,0.43,43,Observed
11/08/2018,P020,2,11/08/2018,7.23,11/08/2018,12.24,Not Foraging,5.01,301,Observed
25/07/2018,P018,2,25/07/2018,8.45,25/07/2018,11.44,Foraging,2.59,179,Observed
13/08/2018,P018,2,13/08/2018,8.18,13/08/2018,9.43,Not Foraging,1.25,85,Observed
14/08/2018,P018,2,14/08/2018,7.48,14/08/2018,10.16,Not Foraging,2.28,148,Observed
15/08/2018,P018,2,15/08/2018,7.0,15/08/2018,7.24,Not Foraging,0.24,24,Observed
01/09/2018,P018,2,01/09/2018,6.41,01/09/2018,11.26,Foraging,4.45,285,Observed
24/08/2018,P026,2,24/08/2018,7.12,24/08/2018,7.52,Not Foraging,0.4,4,Observed
30/08/2018,P026,2,30/08/2018,6.52,30/08/2018,8.23,Foraging,1.31,91,Observed
01/09/2018,P026,2,01/09/2018,6.43,01/09/2018,13.01,Foraging,6.18,378,Observed
25/07/2018,P074,2,25/07/2018,8.45,25/07/2018,11.44,Foraging,2.59,179,Observed
02/08/2018,P074,2,02/08/2018,7.16,02/08/2018,11.11,Not Foraging,3.55,235,Observed
06/08/2018,P074,2,06/08/2018,6.27,06/08/2018,6.58,Foraging,0.31,31,Observed
13/08/2018,P074,2,13/08/2018,8.18,13/08/2018,10.55,Not Foraging,2.37,157,Observed
14/08/2018,P074,2,14/08/2018,7.48,14/08/2018,9.2,Not Foraging,1.32,92,Observed
15/08/2018,P074,2,15/08/2018,7.0,15/08/2018,7.24,Not Foraging,0.24,24,Observed
17/08/2018,P074,2,17/08/2018,7.41,17/08/2018,17.36,Not Foraging,9.55,595,Observed
14/08/2018,P056,2,14/08/2018,7.5,14/08/2018,9.38,Not Foraging,1.48,108,Observed
15/08/2018,P056,2,15/08/2018,7.05,15/08/2018,7.24,Not Foraging,0.19,19,Observed
20/08/2018,P056,2,20/08/2018,7.22,20/08/2018,7.36,Foraging,0.14,14,Observed
08/08/2018,P051,2,08/08/2018,7.29,08/08/2018,14.22,Not Foraging,6.53,413,Observed
14/08/2018,P051,2,14/08/2018,7.48,14/08/2018,10.16,Not Foraging,2.28,148,Observed
15/08/2018,P051,2,15/08/2018,7.0,15/08/2018,7.24,Not Foraging,0.24,24,Observed
30/07/2018,P059,2,30/07/2018,6.37,30/07/2018,19.0,Not Foraging,12.23,743,Observed
03/08/2018,P059,2,03/08/2018,7.08,03/08/2018,9.27,Foraging,2.19,139,Observed
07/08/2018,P059,2,07/08/2018,6.53,07/08/2018,10.43,Foraging,3.5,185,Observed
30/07/2018,P009,2,30/07/2018,6.37,30/07/2018,19.0,Not Foraging,12.23,743,Observed
08/08/2018,P009,2,08/08/2018,7.07,09/08/2018,13.0,Not Foraging,29.53,1073,Estimated
18/08/2018,P009,2,18/08/2018,7.39,18/08/2018,8.14,Foraging,0.35,35,Observed
25/08/2018,P009,2,25/08/2018,7.46,25/08/2018,17.07,Not Foraging,9.21,561,Observed
02/09/2018,P009,2,02/09/2018,7.3,02/09/2018,15.36,Foraging,8.06,486,Observed
29/08/2018,P065,2,29/08/2018,7.19,29/08/2018,11.49,Foraging,4.3,243,Observed
01/09/2018,P065,2,01/09/2018,6.41,01/09/2018,11.35,Foraging,4.54,294,Observed
05/08/2018,P002,2,05/08/2018,6.45,05/08/2018,13.16,Not Foraging,6.31,391,Observed
28/07/2018,P014,2,28/07/2018,9.12,28/07/2018,16.24,Foraging,7.12,432,Observed
03/08/2018,P014,2,03/08/2018,7.1,03/08/2018,8.22,Foraging,1.12,72,Observed
08/08/2018,P014,2,08/08/2018,7.07,09/08/2018,13.0,Not Foraging,29.53,1073,Estimated
02/09/2018,P014,2,02/09/2018,7.3,02/09/2018,15.36,Foraging,8.06,486,Observed
26/07/2018,P061,2,26/07/2018,7.15,26/07/2018,7.25,Foraging,0.1,1,Observed
03/08/2018,P061,2,03/08/2018,7.1,03/08/2018,8.22,Foraging,1.12,72,Observed
18/08/2018,P061,2,18/08/2018,7.39,18/08/2018,8.3,Foraging,0.51,51,Observed
13/08/2018,P029,2,13/08/2018,8.19,13/08/2018,10.55,Not Foraging,2.36,156,Observed
14/08/2018,P029,2,14/08/2018,7.48,14/08/2018,10.16,Not Foraging,2.28,148,Observed
15/08/2018,P029,2,15/08/2018,7.0,15/08/2018,7.24,Not Foraging,0.24,24,Observed
15/08/2018,P025,2,15/08/2018,7.05,15/08/2018,7.24,Not Foraging,0.19,19,Observed
29/08/2018,P039,2,29/08/2018,7.19,29/08/2018,15.52,Foraging,8.33,513,Observed
28/07/2018,P043,3,28/07/2018,9.12,28/07/2018,9.34,Foraging,0.22,22,Observed
03/08/2018,P043,3,03/08/2018,7.2,03/08/2018,7.3,Foraging,0.1,1,Observed
10/08/2018,P043,3,10/08/2018,8.07,10/08/2018,9.44,Not Foraging,1.37,97,Observed
14/08/2018,P043,3,14/08/2018,8.02,14/08/2018,9.2,Foraging,1.18,78,Observed
24/07/2018,P024,3,24/07/2018,6.54,24/07/2018,9.1,Foraging,2.16,136,Observed
25/07/2018,P024,3,25/07/2018,9.4,25/07/2018,10.05,Foraging,0.25,25,Observed
27/07/2018,P024,3,27/07/2018,7.25,27/07/2018,9.31,Not Foraging,2.06,126,Observed
31/07/2018,P024,3,31/07/2018,6.53,31/07/2018,7.18,Foraging,0.25,25,Observed
04/08/2018,P024,3,04/08/2018,7.51,04/08/2018,10.06,Foraging,2.15,135,Observed
05/08/2018,P024,3,05/08/2018,8.0,05/08/2018,8.25,Not Foraging,0.25,25,Observed
10/08/2018,P024,3,10/08/2018,8.1,10/08/2018,9.33,Not Foraging,1.23,83,Observed
20/08/2018,P024,3,20/08/2018,7.52,20/08/2018,11.33,Foraging,3.41,221,Observed
31/08/2018,P024,3,31/08/2018,8.1,31/08/2018,10.37,Foraging,2.27,147,Observed
10/08/2018,P052,3,10/08/2018,8.21,10/08/2018,8.45,Not Foraging,0.24,24,Observed
13/08/2018,P052,3,13/08/2018,8.23,13/08/2018,9.42,Not Foraging,1.19,79,Observed
29/08/2018,P052,3,29/08/2018,7.52,29/08/2018,10.03,Foraging,2.11,131,Observed
23/07/2018,P037,3,23/07/2018,8.2,23/07/2018,8.29,Foraging,0.09,9,Observed
10/08/2018,P037,3,10/08/2018,8.21,10/08/2018,8.45,Not Foraging,0.24,24,Observed
13/08/2018,P037,3,13/08/2018,8.23,13/08/2018,9.01,Not Foraging,0.38,38,Observed
16/08/2018,P037,3,16/08/2018,7.2,16/08/2018,7.42,Not Foraging,0.22,22,Observed
29/08/2018,P037,3,29/08/2018,9.12,29/08/2018,10.05,Foraging,0.53,53,Observed
25/07/2018,P063,3,25/07/2018,9.4,25/07/2018,10.05,Foraging,0.25,25,Observed
27/07/2018,P063,3,27/07/2018,7.25,27/07/2018,9.31,Not Foraging,2.06,126,Observed
29/07/2018,P063,3,29/07/2018,7.06,29/07/2018,8.37,Foraging,1.31,91,Observed
01/08/2018,P063,3,01/08/2018,7.26,01/08/2018,7.48,Foraging,0.22,22,Observed
04/08/2018,P063,3,04/08/2018,7.51,04/08/2018,10.06,Foraging,2.15,135,Observed
05/08/2018,P063,3,05/08/2018,8.09,05/08/2018,8.25,Not Foraging,0.16,16,Observed
10/08/2018,P063,3,10/08/2018,8.07,10/08/2018,8.47,Not Foraging,0.4,4,Observed
10/08/2018,P063,3,10/08/2018,9.05,10/08/2018,9.26,Not Foraging,0.21,21,Observed
11/08/2018,P063,3,11/08/2018,7.34,11/08/2018,10.06,Foraging,2.32,152,Observed
13/08/2018,P063,3,13/08/2018,8.21,13/08/2018,9.42,Not Foraging,1.21,81,Observed
20/08/2018,P063,3,20/08/2018,7.52,20/08/2018,11.33,Foraging,3.41,221,Observed
26/07/2018,P070,3,26/07/2018,7.27,26/07/2018,7.55,Foraging,0.28,28,Observed
10/08/2018,P070,3,10/08/2018,8.07,10/08/2018,8.47,Not Foraging,0.4,4,Observed
15/08/2018,P070,3,15/08/2018,8.16,15/08/2018,9.57,Not Foraging,1.41,101,Observed
04/08/2018,P016,3,04/08/2018,7.51,04/08/2018,10.06,Foraging,2.15,135,Observed
10/08/2018,P016,3,10/08/2018,8.21,10/08/2018,8.45,Not Foraging,0.24,24,Observed
13/08/2018,P016,3,13/08/2018,8.23,13/08/2018,9.42,Not Foraging,1.19,79,Observed
22/08/2018,P016,3,22/08/2018,7.01,22/08/2018,14.42,Foraging,7.41,461,Observed
26/08/2018,P016,3,26/08/2018,7.36,26/08/2018,14.04,Foraging,6.28,388,Observed
29/08/2018,P016,3,29/08/2018,7.52,29/08/2018,10.03,Foraging,2.11,131,Observed
17/08/2018,P050,3,17/08/2018,7.47,17/08/2018,9.25,Not Foraging,1.38,98,Observed
22/08/2018,P050,3,22/08/2018,7.27,22/08/2018,14.08,Foraging,6.41,401,Observed
17/08/2018,P028,3,17/08/2018,7.47,17/08/2018,9.25,Not Foraging,1.38,98,Observed
26/08/2018,P028,3,26/08/2018,7.36,26/08/2018,14.04,Foraging,6.28,388,Observed
23/07/2018,P072,3,23/07/2018,8.03,23/07/2018,8.42,Foraging,0.39,39,Observed
25/07/2018,P072,3,25/07/2018,9.4,25/07/2018,10.05,Foraging,0.25,25,Observed
05/08/2018,P072,3,05/08/2018,8.0,05/08/2018,8.25,Not Foraging,0.25,25,Observed
06/08/2018,P072,3,06/08/2018,6.27,06/08/2018,7.15,Foraging,0.48,48,Observed
07/08/2018,P072,3,07/08/2018,6.54,07/08/2018,7.26,Foraging,0.32,32,Observed
10/08/2018,P072,3,10/08/2018,8.07,10/08/2018,8.47,Not Foraging,0.4,4,Observed
10/08/2018,P072,3,10/08/2018,9.05,10/08/2018,9.26,Not Foraging,0.21,21,Observed
20/08/2018,P072,3,20/08/2018,7.52,20/08/2018,9.21,Foraging,1.29,89,Observed
28/08/2018,P072,3,28/08/2018,7.59,28/08/2018,16.14,Foraging,8.15,495,Observed
29/08/2018,P072,3,29/08/2018,7.47,29/08/2018,8.58,Foraging,1.11,71,Observed
10/08/2018,P008,3,10/08/2018,8.21,10/08/2018,8.45,Not Foraging,0.24,24,Observed
13/08/2018,P008,3,13/08/2018,8.23,13/08/2018,9.42,Foraging,1.19,79,Observed
28/08/2018,P008,3,28/08/2018,7.59,28/08/2018,16.14,Foraging,8.15,495,Observed
29/08/2018,P008,3,29/08/2018,9.12,29/08/2018,10.05,Foraging,0.53,53,Observed
23/07/2018,P027,3,23/07/2018,8.2,23/07/2018,8.43,Foraging,0.23,23,Observed
23/07/2018,P027,3,23/07/2018,8.02,23/07/2018,8.06,Foraging,0.04,4,Observed
28/07/2018,P027,3,28/07/2018,9.12,28/07/2018,9.34,Foraging,0.22,22,Observed
10/08/2018,P027,3,10/08/2018,8.1,10/08/2018,9.4,Not Foraging,1.3,63,Observed
14/08/2018,P027,3,14/08/2018,8.02,14/08/2018,9.2,Foraging,1.18,78,Observed
18/08/2018,P027,3,18/08/2018,7.46,18/08/2018,8.0,Foraging,0.14,14,Observed
13/08/2018,P057,3,13/08/2018,8.27,13/08/2018,9.42,Foraging,1.15,75,Observed
16/08/2018,P057,3,16/08/2018,7.19,16/08/2018,8.06,Not Foraging,0.47,47,Observed
22/08/2018,P057,3,22/08/2018,6.58,22/08/2018,14.42,Foraging,7.44,464,Observed
10/08/2018,P049,3,10/08/2018,8.43,10/08/2018,8.5,Not Foraging,0.07,7,Observed
01/09/2018,P049,3,01/09/2018,7.01,01/09/2018,16.32,Foraging,9.31,571,Observed
02/09/2018,P049,3,02/09/2018,7.45,02/09/2018,17.21,Not Foraging,9.36,576,Observed
26/07/2018,P067,3,26/07/2018,7.27,26/07/2018,7.55,Foraging,0.28,28,Observed
29/07/2018,P067,3,29/07/2018,7.06,29/07/2018,8.37,Foraging,1.31,91,Observed
05/08/2018,P067,3,05/08/2018,7.21,05/08/2018,16.18,Foraging,8.57,537,Observed
11/08/2018,P067,3,11/08/2018,7.34,11/08/2018,8.0,Foraging,0.26,26,Observed
22/08/2018,P067,3,22/08/2018,6.58,22/08/2018,14.42,Foraging,7.44,464,Observed
23/08/2018,P067,3,23/08/2018,7.22,23/08/2018,8.1,Foraging,0.48,48,Observed
26/08/2018,P067,3,26/08/2018,7.36,26/08/2018,14.04,Foraging,6.28,388,Observed
30/08/2018,P067,3,30/08/2018,7.09,30/08/2018,9.4,Foraging,2.31,151,Observed
30/07/2018,P069,3,30/07/2018,6.56,30/07/2018,18.09,Foraging,11.13,673,Observed
05/08/2018,P069,3,05/08/2018,7.21,05/08/2018,16.2,Foraging,8.59,539,Observed
23/08/2018,P069,3,23/08/2018,7.22,23/08/2018,8.1,Foraging,0.48,48,Observed
23/08/2018,P042,3,23/08/2018,7.22,23/08/2018,8.05,Foraging,0.43,43,Observed
01/08/2018,P010,3,01/08/2018,7.26,04/08/2018,17.51,Not Foraging,82.25,2785,Estimated
06/08/2018,P010,3,06/08/2018,6.27,06/08/2018,7.15,Foraging,0.48,48,Observed
07/08/2018,P010,3,07/08/2018,6.54,07/08/2018,7.26,Foraging,0.32,32,Observed
28/08/2018,P010,3,28/08/2018,7.36,28/08/2018,16.14,Foraging,8.38,518,Observed
02/09/2018,P010,3,02/09/2018,7.45,02/09/2018,17.21,Not Foraging,9.36,576,Observed
23/07/2018,P015,3,23/07/2018,8.02,23/07/2018,8.42,Not Foraging,0.4,4,Observed
18/08/2018,P015,3,18/08/2018,7.46,18/08/2018,8.03,Foraging,0.17,17,Observed
28/08/2018,P015,3,28/08/2018,7.36,28/08/2018,16.14,Foraging,8.38,518,Observed
02/08/2018,P071,3,02/08/2018,7.31,02/08/2018,8.29,Foraging,0.58,58,Observed
08/08/2018,P071,3,08/08/2018,7.45,08/08/2018,8.17,Foraging,0.32,32,Observed
17/08/2018,P071,3,17/08/2018,7.4,17/08/2018,9.25,Not Foraging,1.45,105,Observed
22/08/2018,P071,3,22/08/2018,7.27,22/08/2018,14.08,Foraging,6.41,401,Observed
12/08/2018,P017,3,12/08/2018,7.42,12/08/2018,9.34,Foraging,1.52,112,Observed
02/09/2018,P017,3,02/09/2018,7.45,02/09/2018,17.21,Not Foraging,9.36,576,Observed
10/08/2018,P005,3,10/08/2018,8.08,10/08/2018,8.5,Not Foraging,0.42,42,Observed
10/08/2018,P005,3,10/08/2018,9.31,10/08/2018,9.35,Not Foraging,0.04,4,Observed
01/09/2018,P005,3,01/09/2018,7.02,01/09/2018,16.32,Foraging,9.3,543,Observed
02/09/2018,P005,3,02/09/2018,7.45,02/09/2018,17.21,Not Foraging,9.36,576,Observed
15/08/2018,P040,3,15/08/2018,7.32,15/08/2018,15.34,Foraging,8.02,482,Observed
15/08/2018,P036,3,15/08/2018,7.08,15/08/2018,15.1,Foraging,8.02,482,Observed
20/08/2018,P036,3,20/08/2018,7.58,20/08/2018,15.23,Foraging,7.25,445,Observed
29/08/2018,P036,3,29/08/2018,7.47,29/08/2018,10.03,Foraging,2.16,136,Observed
30/08/2018,P036,3,30/08/2018,7.02,30/08/2018,9.48,Foraging,2.46,166,Observed
09/08/2018,P031,3,09/08/2018,6.39,09/08/2018,18.04,Not Foraging,11.25,685,Observed
09/08/2018,P079,3,09/08/2018,6.39,09/08/2018,18.04,Not Foraging,11.25,685,Observed
27/08/2018,P079,3,27/08/2018,7.49,27/08/2018,15.31,Not Foraging,7.42,462,Observed
30/08/2018,P079,3,30/08/2018,7.04,30/08/2018,8.04,Foraging,1.0,60,Observed
10/08/2018,P020,3,10/08/2018,8.09,10/08/2018,8.51,Not Foraging,0.42,42,Observed
24/07/2018,P018,3,24/07/2018,6.54,24/07/2018,9.1,Foraging,2.16,136,Observed
04/08/2018,P018,3,04/08/2018,7.53,04/08/2018,10.06,Foraging,2.13,133,Observed
10/08/2018,P018,3,10/08/2018,8.07,10/08/2018,9.31,Not Foraging,1.24,84,Observed
24/08/2018,P018,3,24/08/2018,7.27,24/08/2018,7.57,Foraging,0.3,3,Observed
31/08/2018,P018,3,31/08/2018,8.05,31/08/2018,9.08,Foraging,1.03,63,Observed
22/08/2018,P026,3,22/08/2018,7.01,22/08/2018,15.33,Foraging,8.32,512,Observed
25/08/2018,P026,3,25/08/2018,7.49,25/08/2018,8.12,Foraging,0.23,23,Observed
27/08/2018,P026,3,27/08/2018,7.48,27/08/2018,15.3,Not Foraging,7.42,462,Observed
24/07/2018,P074,3,24/07/2018,6.54,24/07/2018,9.1,Foraging,2.16,136,Observed
31/07/2018,P074,3,31/07/2018,6.53,31/07/2018,7.18,Foraging,0.25,25,Observed
04/08/2018,P074,3,04/08/2018,8.01,04/08/2018,10.06,Foraging,2.05,125,Observed
09/08/2018,P074,3,09/08/2018,6.4,09/08/2018,6.46,Not Foraging,0.06,6,Observed
10/08/2018,P074,3,10/08/2018,8.07,10/08/2018,8.49,Not Foraging,0.42,42,Observed
20/08/2018,P074,3,20/08/2018,7.52,20/08/2018,11.33,Foraging,3.41,221,Observed
27/08/2018,P074,3,27/08/2018,7.49,27/08/2018,15.3,Not Foraging,7.41,461,Observed
31/08/2018,P074,3,31/08/2018,8.1,31/08/2018,10.37,Foraging,2.27,147,Observed
31/08/2018,P046,3,31/08/2018,8.05,31/08/2018,9.08,Foraging,1.03,63,Observed
29/08/2018,P045,3,29/08/2018,7.47,29/08/2018,10.03,Foraging,2.16,136,Observed
01/08/2018,P056,3,01/08/2018,7.26,01/08/2018,7.48,Foraging,0.22,22,Observed
04/08/2018,P056,3,04/08/2018,7.51,04/08/2018,10.06,Foraging,2.15,135,Observed
10/08/2018,P056,3,10/08/2018,8.07,10/08/2018,8.47,Not Foraging,0.4,4,Observed
10/08/2018,P056,3,10/08/2018,9.05,10/08/2018,9.26,Not Foraging,0.21,21,Observed
13/08/2018,P056,3,13/08/2018,8.21,13/08/2018,8.5,Not Foraging,0.29,29,Observed
20/08/2018,P056,3,20/08/2018,7.52,20/08/2018,11.33,Foraging,3.41,221,Observed
29/08/2018,P056,3,29/08/2018,7.47,29/08/2018,8.58,Foraging,1.11,71,Observed
03/08/2018,P051,3,03/08/2018,7.2,03/08/2018,7.4,Foraging,0.2,2,Observed
04/08/2018,P051,3,04/08/2018,7.53,04/08/2018,10.06,Foraging,2.13,133,Observed
10/08/2018,P051,3,10/08/2018,8.07,10/08/2018,9.35,Not Foraging,1.28,88,Observed
20/08/2018,P051,3,20/08/2018,7.52,20/08/2018,9.21,Foraging,1.29,89,Observed
24/08/2018,P051,3,24/08/2018,7.27,24/08/2018,7.57,Foraging,0.3,3,Observed
31/08/2018,P051,3,31/08/2018,8.1,31/08/2018,10.37,Foraging,2.27,147,Observed
12/08/2018,P059,3,12/08/2018,7.39,12/08/2018,12.02,Foraging,4.23,263,Observed
14/08/2018,P059,3,14/08/2018,8.02,14/08/2018,9.2,Foraging,1.18,78,Observed
21/08/2018,P059,3,21/08/2018,9.14,21/08/2018,13.46,Foraging,4.32,272,Observed
23/07/2018,P009,3,23/07/2018,8.02,23/07/2018,8.42,Not Foraging,0.4,4,Observed
02/08/2018,P009,3,02/08/2018,7.31,02/08/2018,8.29,Foraging,0.58,58,Observed
12/08/2018,P009,3,12/08/2018,7.39,12/08/2018,12.06,Foraging,4.27,267,Observed
15/08/2018,P009,3,15/08/2018,7.08,15/08/2018,15.1,Foraging,8.02,482,Observed
19/08/2018,P009,3,19/08/2018,7.31,19/08/2018,8.4,Foraging,1.09,69,Observed
21/08/2018,P009,3,21/08/2018,9.14,21/08/2018,13.46,Foraging,4.32,272,Observed
30/07/2018,P002,3,30/07/2018,6.56,30/07/2018,18.09,Foraging,11.13,673,Observed
23/07/2018,P014,3,23/07/2018,8.18,23/07/2018,8.42,Foraging,0.24,24,Observed
30/07/2018,P014,3,30/07/2018,6.56,30/07/2018,18.09,Foraging,11.13,673,Observed
02/08/2018,P014,3,02/08/2018,7.31,02/08/2018,8.29,Foraging,0.58,58,Observed
12/08/2018,P014,3,12/08/2018,7.4,12/08/2018,12.06,Foraging,4.26,266,Observed
21/08/2018,P014,3,21/08/2018,9.14,21/08/2018,13.46,Foraging,4.32,272,Observed
22/08/2018,P014,3,22/08/2018,7.27,22/08/2018,15.33,Foraging,8.06,486,Observed
23/08/2018,P014,3,23/08/2018,7.22,23/08/2018,8.1,Foraging,0.48,48,Observed
29/08/2018,P014,3,29/08/2018,7.52,29/08/2018,10.03,Foraging,2.11,131,Observed
08/08/2018,P061,3,08/08/2018,7.45,08/08/2018,8.17,Foraging,0.32,32,Observed
12/08/2018,P061,3,12/08/2018,7.39,12/08/2018,12.06,Foraging,4.27,267,Observed
16/08/2018,P061,3,16/08/2018,7.19,16/08/2018,8.06,Not Foraging,0.47,47,Observed
19/08/2018,P061,3,19/08/2018,7.31,19/08/2018,8.3,Foraging,0.59,59,Observed
22/08/2018,P061,3,22/08/2018,6.58,22/08/2018,15.33,Foraging,8.35,515,Observed
25/08/2018,P061,3,25/08/2018,7.49,25/08/2018,8.12,Foraging,0.23,23,Observed
29/08/2018,P061,3,29/08/2018,7.52,29/08/2018,8.48,Foraging,0.56,56,Observed
29/08/2018,P061,3,29/08/2018,9.12,29/08/2018,10.05,Foraging,0.53,53,Observed
